year,area,concept,level,metric,value
2000,AUT,math_score,below_level_1a,freq,3.01274475718302
2000,AUT,math_score,below_level_1a,freq_se,0.0541391365390416
2000,AUT,math_score,level_1a,freq,5.78913807521292
2000,AUT,math_score,level_1a,freq_se,0.167980225860752
2000,AUT,math_score,level_2,freq,10.4239749843156
2000,AUT,math_score,level_2,freq_se,0.284835959784572
2000,AUT,math_score,level_3,freq,14.9850271419623
2000,AUT,math_score,level_3,freq_se,0.315299327555453
2000,AUT,math_score,level_4,freq,12.5420888897734
2000,AUT,math_score,level_4,freq_se,0.269593044379545
2000,AUT,math_score,level_5,freq,6.48788962023918
2000,AUT,math_score,level_5,freq_se,0.164641700625504
2000,AUT,math_score,level_6,freq,2.29964874734309
2000,AUT,math_score,level_6,freq_se,0.0786802173819467
2000,AUT,reading_score,below_level_1a,freq,4.49218444217684
2000,AUT,reading_score,below_level_1a,freq_se,0.438304763748924
2000,AUT,reading_score,level_1a,freq,10.1015587409964
2000,AUT,reading_score,level_1a,freq_se,0.555978585609968
2000,AUT,reading_score,level_2,freq,21.7139484691112
2000,AUT,reading_score,level_2,freq_se,0.884952193017445
2000,AUT,reading_score,level_3,freq,30.0483061558232
2000,AUT,reading_score,level_3,freq_se,1.16215179051758
2000,AUT,reading_score,level_4,freq,24.9116184103221
2000,AUT,reading_score,level_4,freq_se,1.01267012073373
2000,AUT,reading_score,level_5,freq,7.86513655929804
2000,AUT,reading_score,level_5,freq_se,0.683460109202825
2000,AUT,reading_score,level_6,freq,0.86724722227224
2000,AUT,reading_score,level_6,freq_se,0.211840130755871
2000,BEL,math_score,below_level_1a,freq,5.64784080375192
2000,BEL,math_score,below_level_1a,freq_se,0.939603242236675
2000,BEL,math_score,level_1a,freq,5.78510803327858
2000,BEL,math_score,level_1a,freq_se,0.136784547332816
2000,BEL,math_score,level_2,freq,8.37275846911476
2000,BEL,math_score,level_2,freq_se,0.177385296414956
2000,BEL,math_score,level_3,freq,12.156020024258
2000,BEL,math_score,level_3,freq_se,0.150689379351713
2000,BEL,math_score,level_4,freq,13.2695842808997
2000,BEL,math_score,level_4,freq_se,0.324152495820829
2000,BEL,math_score,level_5,freq,9.26618298213581
2000,BEL,math_score,level_5,freq_se,0.188908100850604
2000,BEL,math_score,level_6,freq,2.88415258190635
2000,BEL,math_score,level_6,freq_se,0.0628302854612793
2000,BEL,reading_score,below_level_1a,freq,7.79053257043153
2000,BEL,reading_score,below_level_1a,freq_se,0.985269335039424
2000,BEL,reading_score,level_1a,freq,11.1612138358895
2000,BEL,reading_score,level_1a,freq_se,0.74378203856963
2000,BEL,reading_score,level_2,freq,16.8633933488397
2000,BEL,reading_score,level_2,freq_se,0.685954844196353
2000,BEL,reading_score,level_3,freq,25.894587087456
2000,BEL,reading_score,level_3,freq_se,0.865204619023552
2000,BEL,reading_score,level_4,freq,26.4556626667876
2000,BEL,reading_score,level_4,freq_se,0.888894987771136
2000,BEL,reading_score,level_5,freq,10.6864309840092
2000,BEL,reading_score,level_5,freq_se,0.57134778900582
2000,BEL,reading_score,level_6,freq,1.14817950658655
2000,BEL,reading_score,level_6,freq_se,0.176959383953884
2000,BGR,math_score,below_level_1a,freq,13.6450977395878
2000,BGR,math_score,below_level_1a,freq_se,1.09081960953833
2000,BGR,math_score,level_1a,freq,11.8027328336184
2000,BGR,math_score,level_1a,freq_se,1.18664025886495
2000,BGR,math_score,level_2,freq,12.3046858323332
2000,BGR,math_score,level_2,freq_se,0.327236803897032
2000,BGR,math_score,level_3,freq,10.7704127768842
2000,BGR,math_score,level_3,freq_se,0.625013910619317
2000,BGR,math_score,level_4,freq,5.40493200440147
2000,BGR,math_score,level_4,freq_se,0.353971941894387
2000,BGR,math_score,level_5,freq,1.89659120291743
2000,BGR,math_score,level_5,freq_se,0.117065958950483
2000,BGR,math_score,level_6,freq,0.416818020905775
2000,BGR,math_score,level_6,freq_se,0.0180758050540521
2000,BGR,reading_score,below_level_1a,freq,18.0561304097974
2000,BGR,reading_score,below_level_1a,freq_se,1.29448462364373
2000,BGR,reading_score,level_1a,freq,22.2236384901277
2000,BGR,reading_score,level_1a,freq_se,1.34744700802973
2000,BGR,reading_score,level_2,freq,27.012859930598
2000,BGR,reading_score,level_2,freq_se,1.40069211800497
2000,BGR,reading_score,level_3,freq,21.5554930545308
2000,BGR,reading_score,level_3,freq_se,1.39993571167515
2000,BGR,reading_score,level_4,freq,8.99358045598512
2000,BGR,reading_score,level_4,freq_se,0.94410800739196
2000,BGR,reading_score,level_5,freq,1.97609567159194
2000,BGR,reading_score,level_5,freq_se,0.53313395643629
2000,BGR,reading_score,level_6,freq,0.182201987369094
2000,BGR,reading_score,level_6,freq_se,0.187065692265534
2000,CZE,math_score,below_level_1a,freq,5.16648122774536
2000,CZE,math_score,below_level_1a,freq_se,0.147095250451641
2000,CZE,math_score,level_1a,freq,8.07095172376932
2000,CZE,math_score,level_1a,freq_se,0.175500833629704
2000,CZE,math_score,level_2,freq,12.5560594006772
2000,CZE,math_score,level_2,freq_se,0.259515492342855
2000,CZE,math_score,level_3,freq,13.9456603961834
2000,CZE,math_score,level_3,freq_se,0.241520084530326
2000,CZE,math_score,level_4,freq,10.4146646289527
2000,CZE,math_score,level_4,freq_se,0.192593357117219
2000,CZE,math_score,level_5,freq,5.1460259960901
2000,CZE,math_score,level_5,freq_se,0.144293771355318
